id,name,address,category,location,lat,lng,details,reviews
129419,"Barceló Raval","Rambla del Raval 17",restaurant,Barcelona,41.378992107671,2.1696310444055,http://tour-pedia.org/api/getPlaceDetails?id=129419,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=129419
,restaurant,129909,41.406492088595,2.1339644842728,Barcelona,"Granja La Catalana",4b5d605cf964a520385b29e3,0,Café,http://tour-pedia.org/api/getPlaceDetails?id=129909,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=129909
"porta santa madrona 44",restaurant,129918,41.374877,2.173517,Barcelona,"Fali's Bar",4b5edbb0f964a520389b29e3,0,"Mediterranean Restaurant",http://tour-pedia.org/api/getPlaceDetails?id=129918,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=129918
"Europa 32",restaurant,129919,41.387515032274,2.1312460466988,Barcelona,L'Antull,4b5ee30af964a5206d9c29e3,0,"Spanish Restaurant",http://tour-pedia.org/api/getPlaceDetails?id=129919,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=129919
"Via Laietana, 32",restaurant,129921,41.385187,2.17692,Barcelona,"Starbucks Coffee",4b5f1bb8f964a52084a629e3,0,"Coffee Shop",http://tour-pedia.org/api/getPlaceDetails?id=129921,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=129921
"Craywinckel 24",restaurant,129928,41.411617,2.138808,Barcelona,Cortacans,4b608c1cf964a520f5ec29e3,0,"Deli / Bodega",http://tour-pedia.org/api/getPlaceDetails?id=129928,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=129928
"C/ Manigua, 8",restaurant,129929,41.422432644183,2.1791808216048,Barcelona,2D2Dspuma,4b60cc94f964a52043fa29e3,0,"Beer Garden",http://tour-pedia.org/api/getPlaceDetails?id=129929,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=129929
129935,"Racó de la Vila","Ciutat de Granada, 33",restaurant,Barcelona,41.397524096673,2.1992179378087,http://tour-pedia.org/api/getPlaceDetails?id=129935,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=129935
"Avinguda República Argentina, 17",restaurant,129941,41.407779735108,2.1479524169904,Barcelona,"Inka Burg BCN",4b62069ff964a52040312ae3,0,Restaurant,http://tour-pedia.org/api/getPlaceDetails?id=129941,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=129941
"virrei amat",restaurant,129946,41.430407,2.1742951869965,Barcelona,"El Chirimas",4b62f6fdf964a5201d5b2ae3,0,Bar,http://tour-pedia.org/api/getPlaceDetails?id=129946,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=129946
"Carrer de Constança 6",restaurant,129958,41.387948,2.1360146999359,Barcelona,"La Llimona",4b636d02f964a520df782ae3,0,Restaurant,http://tour-pedia.org/api/getPlaceDetails?id=129958,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=129958
"Ramón y Cajal, 36",restaurant,129969,41.402646146147,2.1586900949478,Barcelona,"Granja Chocolatería ""La Nena""",4b64576ef964a520e5ab2ae3,0,Café,http://tour-pedia.org/api/getPlaceDetails?id=129969,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=129969
"Passeig de Sant Antoni, 9",restaurant,129981,41.376616,2.136755,Barcelona,"Fenicia Restaurant Libanès",4b657f95f964a52079f22ae3,0,"Falafel Restaurant",http://tour-pedia.org/api/getPlaceDetails?id=129981,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=129981
,restaurant,129984,41.407658148619,2.1677741119645,Barcelona,"meson a veiga",4b659cb4f964a52069f62ae3,0,"Spanish Restaurant",http://tour-pedia.org/api/getPlaceDetails?id=129984,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=129984
"Plaça de les Constel·lacions, 1-2",restaurant,130001,41.405004952241,2.1910224776508,Barcelona,"Kurz & Gut",4b672e38f964a520ce3f2be3,0,"German Restaurant",http://tour-pedia.org/api/getPlaceDetails?id=130001,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=130001
"C/ Blai, 28",restaurant,130004,41.373823,2.164255,Barcelona,"lia d'en vicius",4b6864ccf964a520d1752be3,0,Winery,http://tour-pedia.org/api/getPlaceDetails?id=130004,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=130004
"Mayor de Sarria",restaurant,130008,41.39795281803,2.1227274246715,Barcelona,"Caffe San Marco",4b693483f964a520a69b2be3,0,Café,http://tour-pedia.org/api/getPlaceDetails?id=130008,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=130008
"C.C. Les Glories. Avda. Diagonal, 208",restaurant,130011,41.405075335812,2.1910800855286,Barcelona,"Foster's Hollywood",4b696a4df964a5208ba12be3,0,"BBQ Joint",http://tour-pedia.org/api/getPlaceDetails?id=130011,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=130011
Llacuna,restaurant,130029,41.406493777308,2.1919778178032,Barcelona,"La Oca",4b6bf1cef964a520081d2ce3,0,"Mediterranean Restaurant",http://tour-pedia.org/api/getPlaceDetails?id=130029,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=130029
"Av diagonal, 3",restaurant,130030,41.409918228614,2.2167661252611,Barcelona,"Haagen Dazs",4b6c13e2f964a520a6222ce3,0,"Ice Cream Shop",http://tour-pedia.org/api/getPlaceDetails?id=130030,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=130030
"Travessera de Gràcia, 101",restaurant,130034,41.398357,2.153101,Barcelona,"El Fornet d'en Rosend",4b6c2db9f964a520e4272ce3,0,Bakery,http://tour-pedia.org/api/getPlaceDetails?id=130034,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=130034
"C.C. Diagonal Mar Av Diagonal, 3",restaurant,130039,41.409453966892,2.2162342071533,Barcelona,"Buenas Migas Focacceria",4b6c6643f964a520e6362ce3,0,"Italian Restaurant",http://tour-pedia.org/api/getPlaceDetails?id=130039,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=130039
130042,"Burguer King","C/ Santa Fe de Nuevo México, 8",restaurant,Barcelona,41.393968783459,2.1363953959361,http://tour-pedia.org/api/getPlaceDetails?id=130042,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=130042
"Avinguda Diagonal, 640",restaurant,130097,41.391064,2.136493,Barcelona,"Starbucks Coffee",4b6fdde7f964a52065fe2ce3,0,"Coffee Shop",http://tour-pedia.org/api/getPlaceDetails?id=130097,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=130097
"diagonal mar",restaurant,130099,41.410264174641,2.2177844560719,Barcelona,"Jin Da Le Diagonal Mar",4b7004ecf964a520aa032de3,0,"Korean Restaurant",http://tour-pedia.org/api/getPlaceDetails?id=130099,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=130099
